"","id","long","lat","order","piece","group","OBJECTID","SEG_ID","BASIN_ID","BASIN_NAME","SEG_NAME","SEG_CLASS","SEG_TYPE","SIZE_","SIZE_UNIT","SEG_DESCRI","IMP_AQUATI","IMP_CONTAC","IMP_GENERA","IMP_FISH_C","IMP_PWS","IMP_OYSTER","IMP_REC_BE","IMPAIRED","YEAR","SHAPE_LEN","npts","isRiver"
"23","1011",-97.81492167,30.69206222,4,"1","1011.1",964,"1251",12,"Brazos River Basin","North Fork San Gabriel River","Classified","Freshwater Stream",41.77,"Miles","From a point 6.6 km (4.1 miles) downstream of US 183 in Williamson County to the confluence of Allen Branch in Burnet County","N","N","N","N","N","N","N","N","2012",0.663862310757,4,TRUE
"24","1012",-96.52812056,31.58880944,1,"1","1012.1",965,"1253",12,"Brazos River Basin","Navasota River Below Lake Mexia","Classified","Freshwater Stream",19.08,"Miles","From a point 2.3 km (1.4 miles) downstream of SH 164 in Limestone County to Bistone Dam in Limestone County","N","N","N","N","N","N","N","N","2012",0.298608000683,4,TRUE
"25","1012",-96.44368667,31.49637167,2,"1","1012.1",965,"1253",12,"Brazos River Basin","Navasota River Below Lake Mexia","Classified","Freshwater Stream",19.08,"Miles","From a point 2.3 km (1.4 miles) downstream of SH 164 in Limestone County to Bistone Dam in Limestone County","N","N","N","N","N","N","N","N","2012",0.298608000683,4,TRUE
"26","1012",-96.57744167,31.64584389,3,"2","1012.2",965,"1253",12,"Brazos River Basin","Navasota River Below Lake Mexia","Classified","Freshwater Stream",19.08,"Miles","From a point 2.3 km (1.4 miles) downstream of SH 164 in Limestone County to Bistone Dam in Limestone County","N","N","N","N","N","N","N","N","2012",0.298608000683,4,TRUE
"27","1012",-96.54995056,31.59966889,4,"2","1012.2",965,"1253",12,"Brazos River Basin","Navasota River Below Lake Mexia","Classified","Freshwater Stream",19.08,"Miles","From a point 2.3 km (1.4 miles) downstream of SH 164 in Limestone County to Bistone Dam in Limestone County","N","N","N","N","N","N","N","N","2012",0.298608000683,4,TRUE
"28","1015",-98.21215667,32.23840833,1,"1","1015.1",968,"1255",12,"Brazos River Basin","Upper North Bosque River","Classified","Freshwater Stream",13.29,"Miles","From a point immediately above the confluence of Indian Creek in Erath County to the confluence of the North Fork and South Fork of the Bosque River in Erath County","Y","Y","Y","N","N","N","N","Y","2012",0.209860166452,2,TRUE
"29","1015",-98.15892389,32.12756611,2,"1","1015.1",968,"1255",12,"Brazos River Basin","Upper North Bosque River","Classified","Freshwater Stream",13.29,"Miles","From a point immediately above the confluence of Indian Creek in Erath County to the confluence of the North Fork and South Fork of the Bosque River in Erath County","Y","Y","Y","N","N","N","N","Y","2012",0.209860166452,2,TRUE
"30","1017",-97.91938278,29.85943611,1,"1","1017.1",970,"1808",18,"Guadalupe River Basin","Lower San Marcos River","Classified","Freshwater Stream",77.79,"Miles","From the confluence with the Guadalupe River in Gonzales County to a point 1.0 km (0.6 miles) upstream of the Blanco River in Hays County","N","N","N","N","N","N","N","N","2012",1.21714921769,6,TRUE
"31","1017",-97.86136111,29.85498056,2,"1","1017.1",970,"1808",18,"Guadalupe River Basin","Lower San Marcos River","Classified","Freshwater Stream",77.79,"Miles","From the confluence with the Guadalupe River in Gonzales County to a point 1.0 km (0.6 miles) upstream of the Blanco River in Hays County","N","N","N","N","N","N","N","N","2012",1.21714921769,6,TRUE
"32","1017",-97.76336389,29.71304167,3,"1","1017.1",970,"1808",18,"Guadalupe River Basin","Lower San Marcos River","Classified","Freshwater Stream",77.79,"Miles","From the confluence with the Guadalupe River in Gonzales County to a point 1.0 km (0.6 miles) upstream of the Blanco River in Hays County","N","N","N","N","N","N","N","N","2012",1.21714921769,6,TRUE
"33","1017",-97.60360167,29.64161722,4,"1","1017.1",970,"1808",18,"Guadalupe River Basin","Lower San Marcos River","Classified","Freshwater Stream",77.79,"Miles","From the confluence with the Guadalupe River in Gonzales County to a point 1.0 km (0.6 miles) upstream of the Blanco River in Hays County","N","N","N","N","N","N","N","N","2012",1.21714921769,6,TRUE
"34","1017",-97.59329722,29.59462722,5,"1","1017.1",970,"1808",18,"Guadalupe River Basin","Lower San Marcos River","Classified","Freshwater Stream",77.79,"Miles","From the confluence with the Guadalupe River in Gonzales County to a point 1.0 km (0.6 miles) upstream of the Blanco River in Hays County","N","N","N","N","N","N","N","N","2012",1.21714921769,6,TRUE
"35","1017",-97.47091944,29.49095333,6,"1","1017.1",970,"1808",18,"Guadalupe River Basin","Lower San Marcos River","Classified","Freshwater Stream",77.79,"Miles","From the confluence with the Guadalupe River in Gonzales County to a point 1.0 km (0.6 miles) upstream of the Blanco River in Hays County","N","N","N","N","N","N","N","N","2012",1.21714921769,6,TRUE
"36","1028",-99.66920444,31.50125111,1,"1","1028.1",792,"1410",14,"Colorado River Basin","Colorado River Below O. H. Ivie Reservoir","Classified","Freshwater Stream",138.21,"Miles","From the confluence of the San Saba River in San Saba County to S. W. Freese Dam in Coleman/Concho County","N","N","N","N","N","N","N","N","2012",2.18425400992,24,TRUE
"37","1028",-99.62621667,31.467525,2,"1","1028.1",792,"1410",14,"Colorado River Basin","Colorado River Below O. H. Ivie Reservoir","Classified","Freshwater Stream",138.21,"Miles","From the confluence of the San Saba River in San Saba County to S. W. Freese Dam in Coleman/Concho County","N","N","N","N","N","N","N","N","2012",2.18425400992,24,TRUE
"38","1028",-99.62002389,31.50208667,3,"1","1028.1",792,"1410",14,"Colorado River Basin","Colorado River Below O. H. Ivie Reservoir","Classified","Freshwater Stream",138.21,"Miles","From the confluence of the San Saba River in San Saba County to S. W. Freese Dam in Coleman/Concho County","N","N","N","N","N","N","N","N","2012",2.18425400992,24,TRUE
"39","1028",-99.53697389,31.48355778,4,"1","1028.1",792,"1410",14,"Colorado River Basin","Colorado River Below O. H. Ivie Reservoir","Classified","Freshwater Stream",138.21,"Miles","From the confluence of the San Saba River in San Saba County to S. W. Freese Dam in Coleman/Concho County","N","N","N","N","N","N","N","N","2012",2.18425400992,24,TRUE
"40","1028",-99.51186778,31.42440111,5,"1","1028.1",792,"1410",14,"Colorado River Basin","Colorado River Below O. H. Ivie Reservoir","Classified","Freshwater Stream",138.21,"Miles","From the confluence of the San Saba River in San Saba County to S. W. Freese Dam in Coleman/Concho County","N","N","N","N","N","N","N","N","2012",2.18425400992,24,TRUE
"41","1028",-99.43689611,31.44603222,6,"1","1028.1",792,"1410",14,"Colorado River Basin","Colorado River Below O. H. Ivie Reservoir","Classified","Freshwater Stream",138.21,"Miles","From the confluence of the San Saba River in San Saba County to S. W. Freese Dam in Coleman/Concho County","N","N","N","N","N","N","N","N","2012",2.18425400992,24,TRUE
"42","1028",-99.44161333,31.47511556,7,"1","1028.1",792,"1410",14,"Colorado River Basin","Colorado River Below O. H. Ivie Reservoir","Classified","Freshwater Stream",138.21,"Miles","From the confluence of the San Saba River in San Saba County to S. W. Freese Dam in Coleman/Concho County","N","N","N","N","N","N","N","N","2012",2.18425400992,24,TRUE
"43","1028",-99.31401389,31.40977778,8,"1","1028.1",792,"1410",14,"Colorado River Basin","Colorado River Below O. H. Ivie Reservoir","Classified","Freshwater Stream",138.21,"Miles","From the confluence of the San Saba River in San Saba County to S. W. Freese Dam in Coleman/Concho County","N","N","N","N","N","N","N","N","2012",2.18425400992,24,TRUE
"44","1028",-99.23999944,31.48284333,9,"1","1028.1",792,"1410",14,"Colorado River Basin","Colorado River Below O. H. Ivie Reservoir","Classified","Freshwater Stream",138.21,"Miles","From the confluence of the San Saba River in San Saba County to S. W. Freese Dam in Coleman/Concho County","N","N","N","N","N","N","N","N","2012",2.18425400992,24,TRUE
"45","1028",-99.09629389,31.44820611,10,"1","1028.1",792,"1410",14,"Colorado River Basin","Colorado River Below O. H. Ivie Reservoir","Classified","Freshwater Stream",138.21,"Miles","From the confluence of the San Saba River in San Saba County to S. W. Freese Dam in Coleman/Concho County","N","N","N","N","N","N","N","N","2012",2.18425400992,24,TRUE
"46","1028",-99.04105167,31.49057944,11,"1","1028.1",792,"1410",14,"Colorado River Basin","Colorado River Below O. H. Ivie Reservoir","Classified","Freshwater Stream",138.21,"Miles","From the confluence of the San Saba River in San Saba County to S. W. Freese Dam in Coleman/Concho County","N","N","N","N","N","N","N","N","2012",2.18425400992,24,TRUE
"47","1028",-98.98784,31.48247833,12,"1","1028.1",792,"1410",14,"Colorado River Basin","Colorado River Below O. H. Ivie Reservoir","Classified","Freshwater Stream",138.21,"Miles","From the confluence of the San Saba River in San Saba County to S. W. Freese Dam in Coleman/Concho County","N","N","N","N","N","N","N","N","2012",2.18425400992,24,TRUE
"48","1028",-98.96604611,31.43514278,13,"1","1028.1",792,"1410",14,"Colorado River Basin","Colorado River Below O. H. Ivie Reservoir","Classified","Freshwater Stream",138.21,"Miles","From the confluence of the San Saba River in San Saba County to S. W. Freese Dam in Coleman/Concho County","N","N","N","N","N","N","N","N","2012",2.18425400992,24,TRUE
"49","1028",-98.94098556,31.45855444,14,"1","1028.1",792,"1410",14,"Colorado River Basin","Colorado River Below O. H. Ivie Reservoir","Classified","Freshwater Stream",138.21,"Miles","From the confluence of the San Saba River in San Saba County to S. W. Freese Dam in Coleman/Concho County","N","N","N","N","N","N","N","N","2012",2.18425400992,24,TRUE
"50","1028",-98.77663778,31.41386444,15,"1","1028.1",792,"1410",14,"Colorado River Basin","Colorado River Below O. H. Ivie Reservoir","Classified","Freshwater Stream",138.21,"Miles","From the confluence of the San Saba River in San Saba County to S. W. Freese Dam in Coleman/Concho County","N","N","N","N","N","N","N","N","2012",2.18425400992,24,TRUE
"51","1028",-98.77789389,31.37712722,16,"1","1028.1",792,"1410",14,"Colorado River Basin","Colorado River Below O. H. Ivie Reservoir","Classified","Freshwater Stream",138.21,"Miles","From the confluence of the San Saba River in San Saba County to S. W. Freese Dam in Coleman/Concho County","N","N","N","N","N","N","N","N","2012",2.18425400992,24,TRUE
"52","1028",-98.72927889,31.42929556,17,"1","1028.1",792,"1410",14,"Colorado River Basin","Colorado River Below O. H. Ivie Reservoir","Classified","Freshwater Stream",138.21,"Miles","From the confluence of the San Saba River in San Saba County to S. W. Freese Dam in Coleman/Concho County","N","N","N","N","N","N","N","N","2012",2.18425400992,24,TRUE
"53","1028",-98.69547333,31.40555889,18,"1","1028.1",792,"1410",14,"Colorado River Basin","Colorado River Below O. H. Ivie Reservoir","Classified","Freshwater Stream",138.21,"Miles","From the confluence of the San Saba River in San Saba County to S. W. Freese Dam in Coleman/Concho County","N","N","N","N","N","N","N","N","2012",2.18425400992,24,TRUE
"54","1028",-98.70269444,31.33914778,19,"1","1028.1",792,"1410",14,"Colorado River Basin","Colorado River Below O. H. Ivie Reservoir","Classified","Freshwater Stream",138.21,"Miles","From the confluence of the San Saba River in San Saba County to S. W. Freese Dam in Coleman/Concho County","N","N","N","N","N","N","N","N","2012",2.18425400992,24,TRUE
"55","1028",-98.65347556,31.37004444,20,"1","1028.1",792,"1410",14,"Colorado River Basin","Colorado River Below O. H. Ivie Reservoir","Classified","Freshwater Stream",138.21,"Miles","From the confluence of the San Saba River in San Saba County to S. W. Freese Dam in Coleman/Concho County","N","N","N","N","N","N","N","N","2012",2.18425400992,24,TRUE
"56","1028",-98.64763333,31.31485944,21,"1","1028.1",792,"1410",14,"Colorado River Basin","Colorado River Below O. H. Ivie Reservoir","Classified","Freshwater Stream",138.21,"Miles","From the confluence of the San Saba River in San Saba County to S. W. Freese Dam in Coleman/Concho County","N","N","N","N","N","N","N","N","2012",2.18425400992,24,TRUE
"57","1028",-98.58708667,31.32531278,22,"1","1028.1",792,"1410",14,"Colorado River Basin","Colorado River Below O. H. Ivie Reservoir","Classified","Freshwater Stream",138.21,"Miles","From the confluence of the San Saba River in San Saba County to S. W. Freese Dam in Coleman/Concho County","N","N","N","N","N","N","N","N","2012",2.18425400992,24,TRUE
"58","1028",-98.62836889,31.27425111,23,"1","1028.1",792,"1410",14,"Colorado River Basin","Colorado River Below O. H. Ivie Reservoir","Classified","Freshwater Stream",138.21,"Miles","From the confluence of the San Saba River in San Saba County to S. W. Freese Dam in Coleman/Concho County","N","N","N","N","N","N","N","N","2012",2.18425400992,24,TRUE
"59","1028",-98.59580333,31.25310556,24,"1","1028.1",792,"1410",14,"Colorado River Basin","Colorado River Below O. H. Ivie Reservoir","Classified","Freshwater Stream",138.21,"Miles","From the confluence of the San Saba River in San Saba County to S. W. Freese Dam in Coleman/Concho County","N","N","N","N","N","N","N","N","2012",2.18425400992,24,TRUE
"60","1029",-101.13657111,32.58260778,1,"1","1029.1",793,"1412",14,"Colorado River Basin","Colorado River Below Lake J. B. Thomas","Classified","Freshwater Stream",98.38,"Miles","From a point immediately upstream of the confluence of Little Silver Creek in Coke County to Colorado River Dam in Scurry County","N","Y","N","N","N","N","N","Y","2012",1.56403011011,14,TRUE
"61","1029",-101.05146611,32.57310944,2,"1","1029.1",793,"1412",14,"Colorado River Basin","Colorado River Below Lake J. B. Thomas","Classified","Freshwater Stream",98.38,"Miles","From a point immediately upstream of the confluence of Little Silver Creek in Coke County to Colorado River Dam in Scurry County","N","Y","N","N","N","N","N","Y","2012",1.56403011011,14,TRUE
"62","1029",-101.02878056,32.51025667,3,"1","1029.1",793,"1412",14,"Colorado River Basin","Colorado River Below Lake J. B. Thomas","Classified","Freshwater Stream",98.38,"Miles","From a point immediately upstream of the confluence of Little Silver Creek in Coke County to Colorado River Dam in Scurry County","N","Y","N","N","N","N","N","Y","2012",1.56403011011,14,TRUE
"63","1029",-100.96749222,32.54480333,4,"1","1029.1",793,"1412",14,"Colorado River Basin","Colorado River Below Lake J. B. Thomas","Classified","Freshwater Stream",98.38,"Miles","From a point immediately upstream of the confluence of Little Silver Creek in Coke County to Colorado River Dam in Scurry County","N","Y","N","N","N","N","N","Y","2012",1.56403011011,14,TRUE
"64","1029",-100.91262278,32.51410611,5,"1","1029.1",793,"1412",14,"Colorado River Basin","Colorado River Below Lake J. B. Thomas","Classified","Freshwater Stream",98.38,"Miles","From a point immediately upstream of the confluence of Little Silver Creek in Coke County to Colorado River Dam in Scurry County","N","Y","N","N","N","N","N","Y","2012",1.56403011011,14,TRUE
"65","1029",-100.96979056,32.44567389,6,"1","1029.1",793,"1412",14,"Colorado River Basin","Colorado River Below Lake J. B. Thomas","Classified","Freshwater Stream",98.38,"Miles","From a point immediately upstream of the confluence of Little Silver Creek in Coke County to Colorado River Dam in Scurry County","N","Y","N","N","N","N","N","Y","2012",1.56403011011,14,TRUE
"66","1029",-100.89961333,32.43784222,7,"1","1029.1",793,"1412",14,"Colorado River Basin","Colorado River Below Lake J. B. Thomas","Classified","Freshwater Stream",98.38,"Miles","From a point immediately upstream of the confluence of Little Silver Creek in Coke County to Colorado River Dam in Scurry County","N","Y","N","N","N","N","N","Y","2012",1.56403011011,14,TRUE
"67","1029",-100.85705778,32.38221222,8,"1","1029.1",793,"1412",14,"Colorado River Basin","Colorado River Below Lake J. B. Thomas","Classified","Freshwater Stream",98.38,"Miles","From a point immediately upstream of the confluence of Little Silver Creek in Coke County to Colorado River Dam in Scurry County","N","Y","N","N","N","N","N","Y","2012",1.56403011011,14,TRUE
"68","1029",-100.92498222,32.29442944,9,"1","1029.1",793,"1412",14,"Colorado River Basin","Colorado River Below Lake J. B. Thomas","Classified","Freshwater Stream",98.38,"Miles","From a point immediately upstream of the confluence of Little Silver Creek in Coke County to Colorado River Dam in Scurry County","N","Y","N","N","N","N","N","Y","2012",1.56403011011,14,TRUE
"69","1029",-100.87299778,32.27929,10,"1","1029.1",793,"1412",14,"Colorado River Basin","Colorado River Below Lake J. B. Thomas","Classified","Freshwater Stream",98.38,"Miles","From a point immediately upstream of the confluence of Little Silver Creek in Coke County to Colorado River Dam in Scurry County","N","Y","N","N","N","N","N","Y","2012",1.56403011011,14,TRUE
"70","1029",-100.88184056,32.19212,11,"1","1029.1",793,"1412",14,"Colorado River Basin","Colorado River Below Lake J. B. Thomas","Classified","Freshwater Stream",98.38,"Miles","From a point immediately upstream of the confluence of Little Silver Creek in Coke County to Colorado River Dam in Scurry County","N","Y","N","N","N","N","N","Y","2012",1.56403011011,14,TRUE
"71","1029",-100.80914278,32.16569667,12,"1","1029.1",793,"1412",14,"Colorado River Basin","Colorado River Below Lake J. B. Thomas","Classified","Freshwater Stream",98.38,"Miles","From a point immediately upstream of the confluence of Little Silver Creek in Coke County to Colorado River Dam in Scurry County","N","Y","N","N","N","N","N","Y","2012",1.56403011011,14,TRUE
"72","1029",-100.79369444,32.07883944,13,"1","1029.1",793,"1412",14,"Colorado River Basin","Colorado River Below Lake J. B. Thomas","Classified","Freshwater Stream",98.38,"Miles","From a point immediately upstream of the confluence of Little Silver Creek in Coke County to Colorado River Dam in Scurry County","N","Y","N","N","N","N","N","Y","2012",1.56403011011,14,TRUE
"73","1029",-100.72786278,32.05984111,14,"1","1029.1",793,"1412",14,"Colorado River Basin","Colorado River Below Lake J. B. Thomas","Classified","Freshwater Stream",98.38,"Miles","From a point immediately upstream of the confluence of Little Silver Creek in Coke County to Colorado River Dam in Scurry County","N","Y","N","N","N","N","N","Y","2012",1.56403011011,14,TRUE
"74","1030",-101.59825667,32.20528611,1,"1","1030.1",794,"1412B",14,"Colorado River Basin","Beals Creek","Unclassified","Freshwater Stream",80.7,"Miles","From the confluence of the Colorado River south of Colorado City in Mitchell County to the confluence of Mustang Draw and Sulphur Springs Draw in Howard County","Y","Y","N","N","N","N","N","Y","2012",1.2908178765,7,TRUE
"75","1030",-101.52717556,32.25324667,2,"1","1030.1",794,"1412B",14,"Colorado River Basin","Beals Creek","Unclassified","Freshwater Stream",80.7,"Miles","From the confluence of the Colorado River south of Colorado City in Mitchell County to the confluence of Mustang Draw and Sulphur Springs Draw in Howard County","Y","Y","N","N","N","N","N","Y","2012",1.2908178765,7,TRUE
"76","1030",-101.30952944,32.25922944,3,"1","1030.1",794,"1412B",14,"Colorado River Basin","Beals Creek","Unclassified","Freshwater Stream",80.7,"Miles","From the confluence of the Colorado River south of Colorado City in Mitchell County to the confluence of Mustang Draw and Sulphur Springs Draw in Howard County","Y","Y","N","N","N","N","N","Y","2012",1.2908178765,7,TRUE
"77","1030",-101.248505,32.208375,4,"1","1030.1",794,"1412B",14,"Colorado River Basin","Beals Creek","Unclassified","Freshwater Stream",80.7,"Miles","From the confluence of the Colorado River south of Colorado City in Mitchell County to the confluence of Mustang Draw and Sulphur Springs Draw in Howard County","Y","Y","N","N","N","N","N","Y","2012",1.2908178765,7,TRUE
"78","1030",-101.111985,32.22615278,5,"1","1030.1",794,"1412B",14,"Colorado River Basin","Beals Creek","Unclassified","Freshwater Stream",80.7,"Miles","From the confluence of the Colorado River south of Colorado City in Mitchell County to the confluence of Mustang Draw and Sulphur Springs Draw in Howard County","Y","Y","N","N","N","N","N","Y","2012",1.2908178765,7,TRUE
"79","1030",-101.05732222,32.18179889,6,"1","1030.1",794,"1412B",14,"Colorado River Basin","Beals Creek","Unclassified","Freshwater Stream",80.7,"Miles","From the confluence of the Colorado River south of Colorado City in Mitchell County to the confluence of Mustang Draw and Sulphur Springs Draw in Howard County","Y","Y","N","N","N","N","N","Y","2012",1.2908178765,7,TRUE
"80","1030",-100.85422889,32.17992167,7,"1","1030.1",794,"1412B",14,"Colorado River Basin","Beals Creek","Unclassified","Freshwater Stream",80.7,"Miles","From the confluence of the Colorado River south of Colorado City in Mitchell County to the confluence of Mustang Draw and Sulphur Springs Draw in Howard County","Y","Y","N","N","N","N","N","Y","2012",1.2908178765,7,TRUE
"81","1033",-99.30668833,30.30144944,1,"1","1033.1",797,"1414",14,"Colorado River Basin","Pedernales River","Classified","Freshwater Stream",115.59,"Miles","From a point immediately upstream of the confluence of Fall Creek in Travis County to FM 385 in Kimble County","N","N","N","N","N","N","N","N","2012",1.8338654334,14,TRUE
"82","1033",-98.96141778,30.20511056,2,"1","1033.1",797,"1414",14,"Colorado River Basin","Pedernales River","Classified","Freshwater Stream",115.59,"Miles","From a point immediately upstream of the confluence of Fall Creek in Travis County to FM 385 in Kimble County","N","N","N","N","N","N","N","N","2012",1.8338654334,14,TRUE
